Nama Franchise,Modal Minimal,Kategori Franchise,Franchise Fee,Nama Perusahaan,Biaya Royalti,Berdiri Sejak,Biaya Advertising,Jumlah Gerai,Alamat,Contact Person,Nomor WA,Telepon,Fax,Email,Website
Frezi Soda,Rp 17.500.000,Makanan & Minuman,-,CV ADHIWA INNOVATION ,-,2014.0,-,,"Jl Soekarno Hatta RT02 RW12 Sanggrahan Bumirejo Mungkid Magelang, dekat Candi Borobudur ",Waralaba Frezi Soda ,+6281393526233  (Klik nomor untuk chat via WA),Hp : 081393526233 , ,waralabarotijohn@gmail.com,Klik : http://frezisoda.com
Fruit Coffee,Rp 3.900.000,Makanan & Minuman,-,Fruit Coffee ,-,2019.0,-,11.0,"Jl. Jembatan Kampung Rawakalong No.55, Grogol, Limo, Depok, Jawa Barat 16514 ",Fruit Coffee ,+6285281815353  (Klik nomor untuk chat via WA),0852 8181 5353 , ,-,Klik : https://fruitcoffee.id/
Galaxy Pertamini,Rp 6.900.000,Otomotif,-,Pelangi Seimbang Selaras ,-,2009.0,-,200.0,Raffless Hills Blok N5 No.15-16 Cibubur Jakarta Timur ,Marissa & Farry ,+62812.1004943  (Klik nomor untuk chat via WA),"0812.100.49.43, 0818.92.52.42, 0816.722.202, 021-37098736 ",- ,sales@arumanisrainbow.com,-
GALERI PEDAS,Rp 100.000.000,Makanan & Minuman,-,CV GALERINDO NUSANTARA ,-,2015.0,-,10.0,"JLN. KEBANGKITAN NASIONAL NO 4 SRWEDARI SOLO, JAWA TENGAH ",GALERI PEDAS ,+628112645518  (Klik nomor untuk chat via WA),Hp : 0811 2645 518 , ,galeripedas@gmail.com,Klik : http://www.galeripedas.net
Gempikoe,Rp 150.000.000,Makanan & Minuman,-,Gempikoe ,-,2019.0,-,7.0,Jln. Tunjungan No.82 Surabaya ,Gempikoe ,+6281216773267  (Klik nomor untuk chat via WA),Hp : 081216773267 , ,gempikoe@mail.com,Klik : https://gempikoe.id/
Gepetto Puppet Show,Rp 10.000.000,Hiburan & Hobi,0,Gepetto Show ,0,2014.0,0,5.0,karawaci residence No.58 kecamatan karawaci Kota tangerang ,Hendarto ,+6281617719858  (Klik nomor untuk chat via WA),0816 1771 9858 , ,sandiwaraboneka@gmail.com,Klik : http://www.sandiwaraboneka.com
Geprek Bensu,Rp (Please Call),Makanan & Minuman,Please Call,PT. Geprek Bensu Indonesia ,Please Call,2017.0,Please Call,137.0,"Jl. Radio Dalam Raya Blok F9, RT 5 / RW 4, Gandaria Utara, Kebayoran Baru, Jakarta Selatan ",OPP Call Center ,,Call Center : 1500 612 , ,-,Klik : https://www.geprekbensuindonesia.com/
Geprek Chikidot,Rp 50.000.000,Makanan & Minuman,,Geprek Chikidot ,,2017.0,,8.0,"Jl. Duri Utara Raya No.1B RT.1 RW.6, Duri Utara, Kec. Tambora, Jakarta Barat ",Geprek Chikidot ,+6281959001177  (Klik nomor untuk chat via WA),0819 5900 1177 , ,chikidot2017@gmail.com,-
Gerbang Madani Group,Rp 835.000.000,"Furniture, Konstruksi, Properti",550000000,Lentera Buana Madani ,7%,2003.0,,34.0,"Jl. Palagan Tentara Pelajar Km.7,6 No.20, Sleman, DIY ","M. Prihandono,ST ",,0812 2656 8265  0877 3950 9791 (0274) 889588 (HUNTING) ,0274889588 ,"marketing@gerbangmadani.com , franchise@gerbangmadani.com",Klik : http://www.gerbangmadani.com
Getmaxs Refill Center,Rp 162.000.000,Business Services,70.000.000,PT. Bangun Karya Mandiri Sejahtera ,-,2006.0,7 000.000,8.0,"Jl. Boulevard Raya Sektor 1B Blok BA3 No. 33 Gading Serpong  Tangerang Selatan  021-5471712, 021-71009648 ",Getmaxs Refill Center ,+62811919020  (Klik nomor untuk chat via WA),021-5472883  0812-8290-2618 ,- ,info@getmaxs.co.id / getmaxs_indonesia@yahoo.co.id,Klik : http://www.getmaxs.co.id
Ghanisa Aesthetic Indonesia,Rp 150.000.000,Kesehatan & Kecantikan,,Cv. Ghanisa Jaya Abadi ,,2014.0,Rp. 300.000 / Bulan & Minimal 5 Tahun,5.0,Jalan kh manshur pelaihari kalimantan selatan ,081357575811 ,+6281357575811  (Klik nomor untuk chat via WA),081357575822 , ,info.ghanisa@gmail.com,Klik : http://ghanisa.com
Ghanisa Art Reflexology Indonesia,Rp 115.000.000,Kesehatan & Kecantikan,,Cv. Ghanisa Jaya Abadi ,7% / Bulan,2014.0,Rp. 300.000 / Bulan & Minimal 5 Tahun,5.0,Jalan kh manshur pelaihari kalimantan selatan ,081357575822 ,+6281357575811  (Klik nomor untuk chat via WA),081357575822 , ,ahmad.deddy24@gmail.com,Klik : http://ghanisareflexology.com
gilacoklatz,Rp 5.000.000,Makanan & Minuman,0,gilacoklatz ,0,2016.0,0,85.0,"Jl. Bintan no.11 Ketelan, Banjarsari, Solo 57132 ",0816649977 ,+62816649977  (Klik nomor untuk chat via WA),Jawa Bali : 081-6649977 Luar Jawa : 081-6649977 , ,gila.coklatz@gmail.com,Klik : http://gilacoklatz.com/
Gluk Gluk Gluk Ahhhh,Rp 39.000.000,Makanan & Minuman,-,Makko Group ,-,2019.0,-,3.0,Jl. Raya Marina Indah Komplek Ruko Cordoba Blok E No. 6 Pantai Indah Kapuk (PIK) Jakarta Utara ,Gluk Gluk Gluk Ahhhh ,+6281382317731  (Klik nomor untuk chat via WA),Hp : 081382317731 Tlp: (021)29438375 , ,glukglukgluk.indo@gmail.com,-
Go Cheers Tea,Rp 9.900.000,Makanan & Minuman,-,Go Cheers Indonesia ,-,2017.0,-,12.0,"Jl. Waringin Rejo, Grogol, Cemani Sukoharjo ",Go Cheers Tea ,+6282323774242  (Klik nomor untuk chat via WA),Customer Service 08-2323-77-4242 , ,gocheers.id@gmail.com,Klik : http://gocheers.id
Goenchicks Burger,Rp 30.000.000,Makanan & Minuman,-,Goenchicks Burger ,-,2016.0,-,28.0,Komplek DEPERLA Jln sambu no 8 RT 03/04 duren jaya bekasi timur 17111 ,Goenchicks Burger ,+628128001184  (Klik nomor untuk chat via WA),Hp : 08128001184 , ,goenchicksburger@gmail.com,-
Go Flow,Rp 300.000.000,Lainnya,,CV Tirta Santosa Abadi ,,,,,Jalan Pingit Kidul 23 Yogyakarta ,Go Flow ,+6282224069188  (Klik nomor untuk chat via WA),(0274) 292 4564 0811 25 5050 , ,-,Klik : http://goflow.id
GOLDEN TELOR,Rp 15.900.000,Makanan & Minuman,-,GOLDEN TELOR ,-,2000.0,-,218.0,KANTOR PUSAT : KAMPOENG SEMAWIS BLOK WARAK NGENDOG K.8 JL. RAYA KEDUNGMUNDU SEMARANG - INDONESIA  ,Ibu Linda dan Ibu Lia ,+628197575897  (Klik nomor untuk chat via WA),Telp : (024) 76411788  Mobile : 0877 0060 1588 ( Mrs.Lia ) 081 97 5758 97 ( WA )  ,024-76411788 ,golden.telur@gmail.com,Klik : http://www.goldentelor.com
Gomu cheese tea,Rp 3.800.000,Makanan & Minuman,,CV. Senyawa ,,2019.0,,200.0,"Kantor CV Senyawa, The Park Blok C 15, Dusun II, Madegondo, Kec. Grogol, Kabupaten Sukoharjo, Jawa Tengah 57552 ",Gomu Cheese Tea ,+6281388882059  (Klik nomor untuk chat via WA),+62 813-8888-2059 , ,gomucheesetea@gmail.com,Klik : http://senyawaindonesia.com
Gong Zhu Tea,Rp 9.700.000,Makanan & Minuman,-,Gong Zhu Tea ,-,2020.0,-,1.0,"Jalan Merak RT 04 RW 22, Waringin Rejo, Cemani, Grogol, Sukoharjo, Jawa Tengah  ",Gong Zhu Tea ,+6285334704488  (Klik nomor untuk chat via WA),Hp : +6285334704488 , ,gongzhutea@gmail.com,Klik : http://gongzhutea.com
Good cheese tea,Rp 40.000.000,Makanan & Minuman,,Good cheese tea Indonesia ,,2017.0,,17.0,Jl. Kebangkitan nasional no 4 solo ,Good cheese tea ,+628112654723  (Klik nomor untuk chat via WA),0811 2654 723 , ,goodcheesetea@gmail.com,-
Good Day,Rp 10.000.000,Makanan & Minuman,-,PT.Santos Jaya Abadi ,-,2011.0,-,30.0,"Jl. Taman Jatibaru Barat No 1-3, Tanah Abang, Jakarta Pusat ",Good Day ,+6285782545357  (Klik nomor untuk chat via WA),Taufik Hidayat : 021-3914322 Ext 2303 atau 2302 Dwi Bakhtiar 085782545357 ,021 391 7904 ,usahakopi@kapalapi.co.id,-
Goprek,Rp 125.000.000,Makanan & Minuman,-,Java Group ,-,2008.0,-,6.0,Nerada A10/15 Cipayung Ciputat Tangerang Selatan Banten Indonesia ,Goprek ,+6281214026365  (Klik nomor untuk chat via WA),Hp : 0812 1402 6365 Tlp: (021)7471 7858 , ,goprekid@yahoo.com,Klik : http://www.goprekku.com
Gorengan Mantan,Rp 30.000.000,Makanan & Minuman,-,PT. Para Mantan Nusantara ,-,2020.0,-,10.0,"l. Mampang Prapatan Nomor 40, Kel. Duren Tiga,Kec. Pancoran, Kota Adm. Jakarta Selatan, Prov. DKI Jakarta   ",Gorengan Mantan ,+6288908666711  (Klik nomor untuk chat via WA),Hp : 088908666711(Marketing)  Kantor : 08161185025  , ,paramantangroup@gmail.com,Klik : http://www.gorenganmantan.com
Grande Tropical & Signature,Rp 3.200.000,Makanan & Minuman,,GRANDE GROUP ,,2017.0,-,10.0,"Jl DrMuwardiNo4,Balesari,Gayam, Kec Sukoharjo,Kab Sukoharjo,Jawa Tengah ",Grande Tropical ,+628812780456  (Klik nomor untuk chat via WA),Hp : 0818 0486 6466 0881 2780 456 (Marketing) , ,grandetropicalindonesia@gmail.com,-
Gulu Gulu Cheese Tea,Rp 60.000.000,Makanan & Minuman,-,Sour Sally Group ,-,2017.0,-,18.0,Jl H. Arsyad No.37 Kebayoran Lama Jakarta Selatan 12210 ,Gulu Gulu Cheese Tea ,+6287885592238  (Klik nomor untuk chat via WA),Hp : 0878 8559 2238 , ,"cs@gulugulu.id, waralaba@soursallygroup.com",Klik : http://www.gulugulu.id
GUN'S CAR WASH EXPRESS & DETAILING,Rp 250.000.000,Otomotif,Rp 80.000.000,GUNS HOLDING GROUP ,5%,2018.0,,1.0,"Jl. Puncak Mandala No.5, Pisang Candi, Kec. Sukun, Kota Malang ",GUN'S CAR WASH EXPRESS & DETAILING ,+6281235222999  (Klik nomor untuk chat via WA),Telp Kantor :(0341) 569333  085234998808 , ,gunsautocareid@gmail.com,Klik : http://www.gunsautocare.id
Haba Haus Cokelat,Rp 3.775.000,Makanan & Minuman,,HABA GROUP INDONESIA ,,2020.0,,307.0,jalan madukoro kratonan no 15 surakarta  ,Haba Haus Cokelat ,+6282322228210  (Klik nomor untuk chat via WA),Hp 0823 2222 8210 , ,habahaus.id@gmail.com,Klik : http://www.habahaus.com
Haha Drinks,Rp 8.500.000,Makanan & Minuman,-,Haha Drinks ,-,2019.0,-,6.0,"Sunter, Jakarta Utara ",Haha Drinks ,+6282249009993  (Klik nomor untuk chat via WA),Hp : 0822 4900 9993 , ,hahadrinks.indo@gmail.com,-
Hallo Boba,Rp 5.500.000,Makanan & Minuman,,NARAYA ,,2019.0,,7.0,Nayu Rt.04 / Rw.05 kelurahan Joglo Kecamatan Banjarsari Kota Surakarta ,Hallo Boba ,+6282135356946  (Klik nomor untuk chat via WA),Hp : 0821 3535 6946 0856 4211 7117   , ,narayaindo.ni@gmail.com,-
Happy Bear Group,Rp 200.000.000,Jasa Pendidikan & Pelatihan,tidak ada fee bulanan,Yayasan Belajar Aktif ,mulai dari 50 juta,2000.0,-,15.0,Jl. Bener 71 A Kel. Bener Kec. Tegalrejo  Yogyakarta 55243 ,Ivan Susanto ,+628122980953  (Klik nomor untuk chat via WA),0274 - 622109 / 0896 5351 3961 (kantor)   0812 298 0953 Direct-(ivan Susanto) , ,sivan_id@yahoo.com,Klik : http://kemitraan.happybeargroup.com/
HARACARE,Rp 125.000.000,Laundry & Jasa Kebersihan,70000000,PT HARACARE INDONESIA ,4% dari Omset Kotor (bulan ke 5),2008.0,-,3.0,"Dalung Permai K3/134  Kerobokan, Kuta, Badung, Bali ",Mr. Sudarsana  ,+62811396799  (Klik nomor untuk chat via WA),P. 0361-2782299  F. 0361-427058  M.081.139.6799 ,- ,cs@haracare.com /haracare_bali@yahoo.com,Klik : http://www.haracare.com
HARO COFFEE,Rp 45.000.000,Makanan & Minuman,,Hong Tang ,,2019.0,,12.0,"Jl.Pluit Karang Indah Timur No.72, RT.5/RW.12, Pluit, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibu kota Jakarta 14450 ",HARO COFFEE ,+6281213403023  (Klik nomor untuk chat via WA),081213403023 , ,harocoffeeindonesia@gmail.com,-
Harvest English Course,Rp 100.000.000,Jasa Pendidikan & Pelatihan,Rp 50.000.000,PT Rafy Prima Mitra ,10%,2009.0,,2.0,Citra Harmoni Blok G5/2 Taman - Sidoarjo ,Eva Noormala ,+62818512233  (Klik nomor untuk chat via WA),081230063004 , ,harvestenglish@gmail.com,Klik : http://www.hec-english.com
Hayang Boba,Rp 24.900.000,Makanan & Minuman,-,Hayang Boba ,-,2020.0,-,4.0,Cimahi ,Hayang Boba ,+62819084989999  (Klik nomor untuk chat via WA),Hp : 0819084989999 , ,-,-
Hayang Thai Tea,Rp 19.900.000,Makanan & Minuman,-,Hayang Thai Tea ,-,2017.0,-,80.0,Cimahi ,Hayang Thai Tea ,+6287770798999  (Klik nomor untuk chat via WA),Hp : 087770798999 , ,hayangthaitea@gmail.com,-
HEBOBA INDONESIA,Rp 5.499.000,Makanan & Minuman,,CV ESCORP PLAY ,,2019.0,,100.0,"Jalan gondang barat 1 no 20A tembalang, Semarang ",HEBOBA INDONESIA ,+6282133588885  (Klik nomor untuk chat via WA),Hp : 0821 3358 8885 , ,heboba.idn@gmail.com,-
Hei Mi Mi,Rp 50.000.000,Makanan & Minuman,-,PT. Mimi Boga Sukses ,-,2019.0,-,20.0,Jakarta ,Hei Mi Mi ,+628179956626  (Klik nomor untuk chat via WA),Sarrah Jessica : 0817 995 6626  Sri Susilowati : 0812 1929 6878 , ,mimibogasukses@gmail.com,Klik : http://www.instagram.com/heimimi.id
Hei Tian Boba,Rp 7.000.000,Makanan & Minuman,,Hei Tian Boba ,0,2020.0,,5.0,Jl. Gelagah Dalam No.25 Cirendeu Pisangan Timur Tangerang Selatan Banten 15419 ,Hugo Victor ,+6287782228335  (Klik nomor untuk chat via WA),021-7447983-102 (Hunting) , ,heitianboba@gmail.com,Klik : http://www.heitianboba.com
Hello Cafe,Rp 68.500.000,Makanan & Minuman,-,Hello Cafe ,-,2018.0,-,5.0,"Pakuwon Trade Center Lantai UG EK.1 No.17-20, Jl. Mayjen Yono Suwoyo, Babatan, Kec. Wiyung, Kota SBY, Jawa Timur 60244 ",Hello Cafe (Ratna) ,+6287853384286  (Klik nomor untuk chat via WA),Hp : 0878 5338 4286 , ,hellomangosby@gmail.com,-
Hello Choco Drink,Rp 3.800.000,Makanan & Minuman,,Hello Choco Drink ,,2017.0,,5.0,"Jl. Merak Rt 04 Rw 22 Waringinrejo, Cemani, Grogol, Sukoharjo ",Hello Choco Drink ,+6282133221960  (Klik nomor untuk chat via WA),0821 3322 1960 , ,hellochocodrink@gmail.com,-
Heysteak All You Can Eat,Rp 350.000.000,Makanan & Minuman,,Heysteak ,5%,2016.0,Free of charge,14.0,"Jl. Katamaran Indah 12 No. 118, Kapuk Muara, Penjaringan, Jakarta Utara 14460 ",Heysteak Indonesia ,+6281280006191  (Klik nomor untuk chat via WA),0812 8000 6191 , ,heysteak.id@gmail.com,Klik : https://www.instagram.com/heysteak.id/
High Definition Car Care,Rp 350.000.000,Otomotif,-,PT Aristoli ,-,2014.0,-,8.0,Rukan Citta Graha no 1M. Jln panjang raya no 26 Kedoya Jakarta barat  ,Yaska Wu ,+628170999009  (Klik nomor untuk chat via WA),Hp: 0817-0999-009 Kantor: 021-58353505 ,- ,admin@hdcarcare.co.id,Klik : http://www.hdcarcare.co.id
Hitz Barbershop,Rp 70.000.000,Kesehatan & Kecantikan,5 Juta,Hitz Barbershop ,15%,2016.0,10%,7.0,cibaduyut bandung ,Hitz Barbershop ,+6281388960719  (Klik nomor untuk chat via WA),Hp : 0813 8896 0719 , ,hitzbarbershop8@gmail.com,-
Holahoop,Rp 3.800.000,Makanan & Minuman,-,Koes Island ,-,2020.0,-,15.0,"Jl. Bintan no.10 RT 03/RW 04 Grogolan, Ketelan, Banjarsari, Solo ",Holahoop ,+6285600249939  (Klik nomor untuk chat via WA),+62856 0024 9939 , ,holahoop.bobasugar@gmail.com,-
Hong Tang Crazy Asian Dessert,Rp 140.000.000,Makanan & Minuman,-,Hong Tang ,-,2012.0,-,5.0,"Jl.Pluit Karang Indah Timur No.72, RT.5/RW.12, Pluit, Kec. Penjaringan, Kota Jkt Utara, Daerah Khusus Ibu kota Jakarta 14450 ",Hong Tang ,+6281213403023  (Klik nomor untuk chat via WA),HP : 0812 1340 3023 , ,hongtanf.franchise@gmail.com,-
Hulu Noodle,Rp 2.500.000.000,Makanan & Minuman,60000000,PT. Hulu Space Operation ,5%,2019.0,free,6.0,"Gedung sahid sudirman center lt. 23 jl. jend sudirman kav 86 rt. 10 rw 11. Karet tengsin, Tanah Abang, Jakarta pusat ",082123576609 ,+6282123576609  (Klik nomor untuk chat via WA),02122675656 ,021 2267 5656 ,huluoffice1@gmail.com,Klik : https://hulunoodle.com
HUNGRYBANK,Rp 161.100.000,Makanan & Minuman,,PT. Indo Makmur Berjaya ,,2019.0,,1.0,"Jl. RS. Fatmawati Raya No.33, RT.3/RW.7, Pd. Labu, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12450 ",082110936159 ,+6282110936159  (Klik nomor untuk chat via WA),0821 1093 6159 , ,admin@hungrypediainc.com,-
Hungrypedia,Rp 171.200.000,Makanan & Minuman,0%,PT. Indo Makmur Berjaya ,0%,2016.0,0,300.0,"Jl. RS. Fatmawati Raya No.33, RT.3/RW.7, Pd. Labu, Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12450 ",082110936159 ,+6282110936159  (Klik nomor untuk chat via WA),0821 1093 6159 , ,admin@hungrypediainc.com,Klik : https://hungrypediainc.com
I Can Read,Rp (Please Call),Jasa Pendidikan & Pelatihan,,Indonesia Can Read ,,2000.0,,54.0,"Puri Indah Financial Tower, 5th Floor Suite 05, Puri Lingkar Dalam Block T-8, Jl. Puri Indah Raya, Kembangan, West Jakarta 11610 - Indonesia ",I Can Read ,+6283899387035  (Klik nomor untuk chat via WA),Telp Kantor : (021) 2258 0629  Marketing Franchise : 0838 9938 7035 , ,indonesia@icanread.asia,Klik : http://icanread.asia
Ice Cream Bowl,Rp 4.000.000,Makanan & Minuman,,CV.Mitra Indonesia ,,2016.0,,250.0,"Jalan Raya Tajem No . 20, Maguwoharjo, Sleman, Yogyakarta ",0274 - 4363086 ,+628112821904  (Klik nomor untuk chat via WA),0274 - 4363086  0811 2827 173 , ,waralabaicecream@gmail.com,-
Ice Story,Rp 7.000.000,Makanan & Minuman,-,Pelangi Seimbang Selaras ,-,2015.0,-,30.0,Jl.Puspitek Raya Paradise Serpong City Blok F 17/9 Tangsel ,Nala ,+628121004943  (Klik nomor untuk chat via WA),Nala: 087878524589 08111699338  ,- ,sales@ice-story.com,Klik : http://www.ice-story.com
ICIP ICIP Dimsum,Rp 250.000,Makanan & Minuman,Free,ICIP ICIP Culinary ,Free,2019.0,Free,6.0,"klipang blok Q-X no 01, kelurahan Sendangmulyo, kecamatan Tembalang, kota semarang ",ICIP ICIP Dimsum ,+62895359487779  (Klik nomor untuk chat via WA),Hp : +62 895-3594-87779 , ,icip.culinary@gmail.com,Klik : http://@icipicip.culinary
ICIP ICIP Frozen Food,Rp 250.000,Makanan & Minuman,-,ICIP ICIP Culinary ,-,2019.0,-,30.0,"klipang blok Q-X no 01, kelurahan Sendangmulyo, kecamatan Tembalang, kota semarang ",ICIP ICIP Frozen Food ,+62895359487779  (Klik nomor untuk chat via WA),Hp : +62895359487779 , ,icip.culinary@gmail.com,-
ICIP ICIP Seafood,Rp 15.000.000,Makanan & Minuman,,ICIP ICIP Culinary ,,2019.0,,2.0,"Klipang blok Q X no. 01, Sendangmulyo, Tembalang, kota Semarang ",ICIP ICIP Seafood ,+6281228435155  (Klik nomor untuk chat via WA),Hp : 0812 2843 5155 , ,icip.culinary@gmail.com,-
I COCOA Indonesia,Rp 9.000.000,Makanan & Minuman,free,CV. Startup International ,free,2012.0,free,302.0,"Jl. Trembesi Blok D 4, Bandarbaru, Kemayoran  ",I COCOA Indonesia Customer Relation ,+6281390715489  (Klik nomor untuk chat via WA),Call/WA :085 735 300 400(Christyne) Call/WA :081 390 715 489 (Rista)  , ,icocoaofficial@gmail.com,Klik : http://www.icocoaindonesia.com
i-Cup Bubble Tea,Rp 250.000.000,Makanan & Minuman,-, ,-,2001.0,-,13.0,"Jl. Sultan Agung No. 7 Bandung, 40115 Indonesia. ",Anita Puspasari ,+6281806282828  (Klik nomor untuk chat via WA),0818 0628 2828 022 4211875 , ,marketing@icupdrink.com,Klik : http://icupdrink.com/
ILP (International Language Programs),Rp 700.000.000,Jasa Pendidikan & Pelatihan,Rp. 230.000.000 / 10 tahun,PT Intisari Langkah Positif ,-,1977.0,-,35.0,Jl. Raya Pasar Minggu No. 39A    Jakarta Selatan 12780 ,Susanty Widjaya ,+628118499991  (Klik nomor untuk chat via WA),(+62 21) 798 5210 / 794 0860  (+62 21) 79192906 - 7985213 ,(62-21) 7940872 ,cs.ilppancoran@gmail.com,Klik : http://www.ilpworld.com
INDATU D'Coco,Rp 5.000.000,Makanan & Minuman,,INDATU D'Coco ,,2016.0,,10.0,"Jl. Iskandar Muda no. 4, Punge Ujong-Banda Aceh ",0821 6620 2992 ,+6282166202992  (Klik nomor untuk chat via WA),0821 6620 2992 , ,info@indatudecoco.com,Klik : http://indatudecoco.com
Indocrepes,Rp 5.000.000,Makanan & Minuman,-,Indocrepes ,-,2019.0,-,21.0,Jl delima 1 Lubang buaya.cipayung.jakarta timur  ,Indocrepes ,+6281908127461  (Klik nomor untuk chat via WA),Hp : 0819 0812 7461 , ,indocrepesofficial@gmail.com,Klik : https://indocrepes.com
Indoproperty,Rp 550.000.000,"Furniture, Konstruksi, Properti",160 Juta untuk 5 tahun,Indoproperty Real Estate ,-,1999.0,-,11.0,Ruko Mega Mall Pluit Blok MG No.44 Jl.Pluit Indah Raya Jakarta Utara 14440  ,Ibu Meydi ,,02166601234 ,0216683564 ,pluit@indoproperty.com ; meydi@indoproperty.com,Klik : http://www.indoproperty.com
I Need Eat,Rp 150.000.000,Makanan & Minuman,5%, ,20%,2019.0,2%,3.0,"Jl Palakali No 47 Kukusan, Beji, Depok ",I need eat ,+6281388960719  (Klik nomor untuk chat via WA),HP : 0813 8896 0719 , ,ineedeat.official@gmail.com,-
Ini Dimsum,Rp 12.500.000,Makanan & Minuman,,Ini Dimsum ,,2018.0,,50.0,"Depok, Jawa Barat ",Ini Dimsum ,+6281295678558  (Klik nomor untuk chat via WA),0812 9567 8558 0821 2296 2606 , ,jadimitra@inidimsum.com,Klik : http://www.inidimsum.com
International Beauty & Spa,Rp 75.000.000,Kesehatan & Kecantikan,20 juta / 2 tahun,International Beauty ,-,1986.0,,5.0,Jl. Biduk Baru/Kirana Raya 8 - 14  Medan 20112 ,Irene Tan ,+6287868768489  (Klik nomor untuk chat via WA),0878 6876 8489  061-455 2718 061-456 4394 ,061-4564395 ,internationalbeautyindo@gmail.com,Klik : http://www.internationalbeautyspa.com
Istanbul Kebab,Rp 20.000.000,Makanan & Minuman,-,Istanbul Kebab ,-,2014.0,-,40.0,Jln Karanganyar A Pasar Baru Jakarta Pusat ,Istanbul Kebab ,+6289505707295  (Klik nomor untuk chat via WA),0858 1018 3126 0895 0570 7295 , ,mustafamuhammedjkrt@gmail.com,-
Jagung Bakar Memble,Rp 8.000.000,Makanan & Minuman,-,Jagung Bakar Memble ,-,2007.0,-,15.0,"Highlights info row image Jl. Raya pagerwojo a no 171 (666,13 km) Sidoarjo, Jawa Timur, Indonesia 61219 ",Jagung Bakar Memble ,+6285956602636  (Klik nomor untuk chat via WA),Hp / WA: 085956602636 , ,jagungmemble@mail.com,-
Jamur Crispy Mas JaC,Rp 7.000.000,Makanan & Minuman,-,Jamur Crispy Mas JaC ,-,2008.0,-,53.0,Jln Mojo Kidul No 165 Mojo-Gubeng Surabaya  ,Jamur Crispy Mas JaC ,+628155222235  (Klik nomor untuk chat via WA),Telp : (031) 33000761 HP : 08155222235  , ,jamurmasjac@mail.com,Klik : http://www.rajajamurindonesia.com
Janggut Naga Crepes,Rp 7.500.000,Makanan & Minuman,,UD JANGGUT NAGA CREPES ,0,2012.0,,82.0,Jl.sunan kudus 61 kota kudus ,Ahmad Jamal F ,+6282220165100  (Klik nomor untuk chat via WA),0822 2016 5100 , ,janggutnaga.crepes@gmail.com,Klik : http://www.janggutnaga.com
Janu Coffee,Rp 5.000.000,Makanan & Minuman,,janucoffee indonesia ,,2017.0,,16.0,jl. Kebangkitan Nasional no 4 solo ,08112654721 ,+6282138554848  (Klik nomor untuk chat via WA),0811 2654 721   , ,bintangmarsiwa@gmail.com,Klik : http://www.janucoffee.com
Jari Hitung Cepat Indonesia,Rp 30.000.000,Jasa Pendidikan & Pelatihan,30000000,Jari Hitung Cepat Indonesia ,20 - 10% turun progresif berdasarkan jumlah siswa,2001.0,,116.0,Ruko Graha Cibinong Blok H / 8 Cibinong - Bogor ,Dian Oktoradina ,,"021-87913780 , 021-32914197 ",021-87913780 ,kemitraan.jhci@yahoo.co.id,Klik : http://www.jarihitungcepat.net
Jarimatik Magic,Rp 5.000.000,Jasa Pendidikan & Pelatihan,-,Jarimatik Magic Indonesia (JMI) ,-,2010.0,-,30.0,Candiwulan RT 02/02 Kebumen - Kebumen Jawa Tengah  ,Jarimatik Magic ,+6287837826781  (Klik nomor untuk chat via WA),Hp : 0878 3782 6781 (0287) 388 2306  , ,jmicenter82@gmail.com,-
Jelly Bee,Rp 4.700.000,Makanan & Minuman,-,Jelly Bee Indonesia ,-,2020.0,-,2.0,"Jalan Merak RT 04 RW 22, Waringin Rejo, Cemani, Grogol, Sukoharjo, Jawa Tengah ",Jelly Bee  ,+6282217797878  (Klik nomor untuk chat via WA),Hp : 0822 1779 7878 , ,jellybeeindonesia@outlook.com,Klik : http://jellybeeindonesia.com
JET Express,Rp 10.000.000,Business Services,-,PT. Jaringan Ekspedisi Transportasi ,-,2015.0,-,500.0,"JL. IL Lago Gading Serpong, Mendrisio 4 Blok A No 6-9, Tangerang  ",JET Express ,1500538  (Klik nomor untuk chat via WA),1500538 , ,halo@jetexpress.co.id,Klik : http://www.jetexpress.co.id
JNE Express,Rp (Please Call),Business Services,-,PT Tiki Jalur Nugraha Ekakurir ,-,1990.0,-,7000.0,Jl. Tomang Raya No. 11 Jakarta Barat 11440 Indonesia ,JNE Express ,,(021) 2927 8888 , ,customercare@jne.co.id,Klik : https://www.jne.co.id
Johnson Window Film,Rp 52.000.000,Otomotif,-,MAKKO GROUP ,-,2013.0,-,20.0,"Jl Raya Telesonik No. 10 Pergudangan Surya Kadu Blok H No. 9 Kel. Kadu Kec. Curug, Tangerang ",Johnson Window Films ,+628128800190  (Klik nomor untuk chat via WA),Hp : 0812 8800 190  Tlp: 021 - 2943 8378 , ,-,Klik : http://www.johnson-windowfilm.com
